full_key,namespace,key,source_en,target_it
ST_Interaction_Names/InteractionObject_TrophyRack,ST_Interaction_Names,InteractionObject_TrophyRack,Trophy Rack,Rastrelliera dei trofei
ST_Interaction_Names/Interaction_Alchemy,ST_Interaction_Names,Interaction_Alchemy,Brew,Distilla
ST_Interaction_Names/Interaction_Apply,ST_Interaction_Names,Interaction_Apply,Apply,Applica
ST_Interaction_Names/Interaction_Attack,ST_Interaction_Names,Interaction_Attack,Attack,Attacca
ST_Interaction_Names/Interaction_AutoRotate,ST_Interaction_Names,Interaction_AutoRotate,Auto-Rotate,Rotazione automatica
ST_Interaction_Names/Interaction_Block,ST_Interaction_Names,Interaction_Block,Block,Para
ST_Interaction_Names/Interaction_Close,ST_Interaction_Names,Interaction_Close,Close,Chiudi
ST_Interaction_Names/Interaction_Consume,ST_Interaction_Names,Interaction_Consume,Consume,Consuma
ST_Interaction_Names/Interaction_Enter,ST_Interaction_Names,Interaction_Enter,Enter,Entra
ST_Interaction_Names/Interaction_Focus,ST_Interaction_Names,Interaction_Focus,Focus,Metti a fuoco
ST_Interaction_Names/Interaction_Grab,ST_Interaction_Names,Interaction_Grab,Grab,Afferra
ST_Interaction_Names/Interaction_Hold,ST_Interaction_Names,Interaction_Hold,Hold to ,Tieni premuto per 
ST_Interaction_Names/Interaction_Insert,ST_Interaction_Names,Interaction_Insert,Insert,Inserisci
ST_Interaction_Names/Interaction_Inspect,ST_Interaction_Names,Interaction_Inspect,Inspect,Ispeziona
ST_Interaction_Names/Interaction_Interact,ST_Interaction_Names,Interaction_Interact,Interact,Interagisci
ST_Interaction_Names/Interaction_Leave,ST_Interaction_Names,Interaction_Leave,Leave,Abbandona
ST_Interaction_Names/Interaction_Lock,ST_Interaction_Names,Interaction_Lock,Lock,Blocca
ST_Interaction_Names/Interaction_Loot,ST_Interaction_Names,Interaction_Loot,Loot,Raccogli
ST_Interaction_Names/Interaction_Move,ST_Interaction_Names,Interaction_Move,Move,Muovi
ST_Interaction_Names/Interaction_Open,ST_Interaction_Names,Interaction_Open,Open,Apri
ST_Interaction_Names/Interaction_Pet,ST_Interaction_Names,Interaction_Pet,Pet,Accarezza
ST_Interaction_Names/Interaction_PickUp,ST_Interaction_Names,Interaction_PickUp,Pick Up,Raccogli
ST_Interaction_Names/Interaction_Pull,ST_Interaction_Names,Interaction_Pull,Pull,Tira
ST_Interaction_Names/Interaction_Push,ST_Interaction_Names,Interaction_Push,Push,Spingi
ST_Interaction_Names/Interaction_Read,ST_Interaction_Names,Interaction_Read,Read,Leggi
ST_Interaction_Names/Interaction_Req_UnlocksElsewhere,ST_Interaction_Names,Interaction_Req_UnlocksElsewhere,(Unlocks from elsewhere),(Si sblocca da un'altra parte)
ST_Interaction_Names/Interaction_Req_UnlocksFromTheOtherSide,ST_Interaction_Names,Interaction_Req_UnlocksFromTheOtherSide,(Unlocks from the other side),(Si sblocca dall'altro lato)
ST_Interaction_Names/Interaction_Requirement_OpenFromTheOtherSide,ST_Interaction_Names,Interaction_Requirement_OpenFromTheOtherSide,(Opens from the other side),(Si apre dall'altro lato)
ST_Interaction_Names/Interaction_Requirement_OpensElsewhere,ST_Interaction_Names,Interaction_Requirement_OpensElsewhere,(Opens from elsewhere),(Si apre da un'altra parte)
ST_Interaction_Names/Interaction_Requires,ST_Interaction_Names,Interaction_Requires,Requires,Richiede
ST_Interaction_Names/Interaction_Rotate,ST_Interaction_Names,Interaction_Rotate,Rotate,Ruota
ST_Interaction_Names/Interaction_Save,ST_Interaction_Names,Interaction_Save,Save,Salva
ST_Interaction_Names/Interaction_Toggle,ST_Interaction_Names,Interaction_Toggle,Toggle for ,Attiva per 
ST_Interaction_Names/Interaction_ToggleScroll,ST_Interaction_Names,Interaction_ToggleScroll,Toggle,Scorri
ST_Interaction_Names/Interaction_Travel,ST_Interaction_Names,Interaction_Travel,Travel,Viaggia
ST_Interaction_Names/Interaction_Unlock,ST_Interaction_Names,Interaction_Unlock,Unlock,Sblocca
ST_Interaction_Names/Interaction_Use,ST_Interaction_Names,Interaction_Use,Use,Usa
ST_Interaction_Names/Interaction_Zoom,ST_Interaction_Names,Interaction_Zoom,Zoom,Ingrandisci
ST_Interaction_Names/ItemInfo_AsAdditional,ST_Interaction_Names,ItemInfo_AsAdditional, as extra , come aggiuntivo 
ST_Interaction_Names/ItemInfo_BaseOfImpactAttribute,ST_Interaction_Names,ItemInfo_BaseOfImpactAttribute, of your Base , del tuo valore Base 
ST_Interaction_Names/ItemInfo_CurrentOfImpactAttribute,ST_Interaction_Names,ItemInfo_CurrentOfImpactAttribute, of your Current , del tuo valore Attuale 
ST_Interaction_Names/ItemInfo_Hyphen,ST_Interaction_Names,ItemInfo_Hyphen, - , - 
ST_Interaction_Names/ItemInfo_ParenthesisClose,ST_Interaction_Names,ItemInfo_ParenthesisClose,),)
ST_Interaction_Names/ItemInfo_ParenthesisOpen,ST_Interaction_Names,ItemInfo_ParenthesisOpen,(,(
ST_Interaction_Names/ItemInfo_RichTextClose,ST_Interaction_Names,ItemInfo_RichTextClose,>,>
ST_Interaction_Names/ItemInfo_RichTextEnd,ST_Interaction_Names,ItemInfo_RichTextEnd,</>,</>
ST_Interaction_Names/ItemInfo_RichTextOpen,ST_Interaction_Names,ItemInfo_RichTextOpen,<,<
ST_Interaction_Names/ItemInfo_SellValue,ST_Interaction_Names,ItemInfo_SellValue,Sell Value:,Valore di vendita:
ST_Interaction_Names/ItemStack_Size_Truncation_Thousands,ST_Interaction_Names,ItemStack_Size_Truncation_Thousands,k,k
ST_Interaction_Names/ItemStack_Size_Trunctation_Billions,ST_Interaction_Names,ItemStack_Size_Trunctation_Billions,b,b
ST_Interaction_Names/ItemStack_Size_Trunctation_Millions,ST_Interaction_Names,ItemStack_Size_Trunctation_Millions,m,m
ST_Interaction_Names/Jump_Body,ST_Interaction_Names,Jump_Body,"Press <var input=""Jump"" context=""Ingame""/> to jump across gaps.","Premi <var input=""Jump"" context=""Ingame""/> per saltare oltre i precipizi."
ST_Interaction_Names/Jump_Header,ST_Interaction_Names,Jump_Header,Jumping,Salto
ST_Interaction_Names/Kick_Body,ST_Interaction_Names,Kick_Body,"Press <var input=""Kick"" context=""Ingame""/> to kick enemies, breaking their guard.","Premi <var input=""Kick"" context=""Ingame""/> per calciare i nemici, spezzando la loro guardia."
ST_Interaction_Names/Kick_Header,ST_Interaction_Names,Kick_Header,Kick,Calcio
ST_Interaction_Names/LS_Cellar_1,ST_Interaction_Names,LS_Cellar_1,"The labyrinthine passages bear witness to centuries of continuous construction.

Many corridors appear to serve no clear purpose, as the relentless pursuit of ever greater heights slowly transformed them into storage vaults, trade routes, and crude sleeping quarters for the legions of stonemasons and laborers required for the grand religious projects.

Yet the craftsmanship remains remarkable. Even after centuries, and despite the destruction of recent years, much of the masonry still stands largely intact...","I corridoi labirintici testimoniano secoli di incessanti costruzioni.

Molti passaggi non sembrano avere uno scopo preciso, poiché la continua ricerca di altezze sempre maggiori li trasformò lentamente in magazzini, vie di scambio e modesti alloggi per le legioni di scalpellini e operai reclutati per i colossali progetti religiosi.

Eppure la perizia architettonica rimane straordinaria. Anche a distanza di secoli, e a dispetto delle devastazioni degli ultimi anni, gran parte delle opere murarie resiste ancora intatta..."
ST_Interaction_Names/LS_Cistern_Start_1,ST_Interaction_Names,LS_Cistern_Start_1,"The caves were filled with horrors...

Yet as the only path to the remote temple city upon the peaks of Mar Guran, you had no choice but to traverse the seemingly endless caverns and tunnels.

Now you have entered the ancient Haulways, 
carved deep into solid rock by the Underdwellers of old.

Though you are still far beneath the surface, faint rays of sunlight and the touch of fresh wind promise the end of your arduous ascent...","Le caverne traboccavano di orrori...

Eppure, trattandosi dell'unica via verso la remota città-tempio sulle vette di Mar Guran, non avevi altra scelta se non attraversare tunnel e anfratti apparentemente interminabili.

Ora hai raggiunto le antiche Vie di Trasporto,
scavate nel profondo della roccia viva dai Sotterranei di un tempo.

Sebbene tu sia ancora molto lontano dalla luce, i tenui raggi di sole e la carezza del vento fresco annunciano la fine della tua sfiancante ascesa..."
ST_Interaction_Names/LS_Hub_Default_Body,ST_Interaction_Names,LS_Hub_Default_Body,"Exhausted from your first expedition, you are about to finally reach Haven, ancient seat and sanctuary of the Druids of Solace.

Your watch began in blood.

What first seemed a distant skirmish now reveals itself for what it truly is...

Slaughter.

Across the island of Solace’s towering peaks, boreal forests, winding deltas, and endless caverns, beauty and horror walk hand in hand.

Monsters. Sickness. Violence.

Dangers above and below.

And then... your Muran Tor.

Your spirit guide.

Nothing like you expected...","Esausto per la tua prima spedizione, stai finalmente per raggiungere Haven, antica sede e rifugio dei Druidi del Conforto.

La tua veglia è iniziata nel sangue.

Quella che all'inizio sembrava solo una scaramuccia lontana si manifesta ora per ciò che è realmente...

Un massacro.

Tra le vette scoscese, le foreste boreali, i delta tortuosi e gli abissi senza fine dell'isola di Solace, la bellezza cammina fianco a fianco con l'orrore.

Mostri. Pestilenze. Violenza.

Pericoli in superficie e negli abissi.

E infine... il tuo Muran Tor.

La tua guida spirituale.

Nulla di ciò che ti saresti mai aspettato..."
ST_Interaction_Names/LS_Hub_Default_Header,ST_Interaction_Names,LS_Hub_Default_Header,Path to Haven,Verso Haven
ST_Interaction_Names/LS_Hub_Lore_1_Body,ST_Interaction_Names,LS_Hub_Lore_1_Body,This is test lore body text,Questo è un testo di prova della lore.
ST_Interaction_Names/LS_Hub_Lore_1_Header,ST_Interaction_Names,LS_Hub_Lore_1_Header,This is a test lore header text,Questo è il titolo di prova della lore
ST_Interaction_Names/LS_Lore_Body_Ruins,ST_Interaction_Names,LS_Lore_Body_Ruins,"High among the cliffs lies a narrow mountain pass where the ruins of an old citadel still cling to the edge of a precipice. Once a garrison stood there, watching every soul who dared cross the mountains.
But war, betrayal, or something far worse made the soldiers vanish without a trace.
Travelers claim that on fog-laden nights, shadows move among the broken towers, as if the ancient watch has never truly abandoned its post.","In alto tra le gole rocciose sorge uno stretto passo montano dove le rovine di un'antica fortezza si aggrappano ancora all'orlo di un burrone. Un tempo vi stazionava un presidio, pronto a scrutare ogni anima che osasse varcare le vette.
Ma la guerra, il tradimento o qualcosa di ancor più nefasto fecero svanire i soldati nel nulla.
I viaggiatori giurano che nelle notti brumose alcune ombre si muovano tra le torri crollate, come se l'antica sentinella non avesse mai davvero abbandonato la sua veglia."
ST_Interaction_Names/LS_Lore_Header_Ruins,ST_Interaction_Names,LS_Lore_Header_Ruins,THE PASS OF THE FORGOTTEN WATCH,IL VALICO DELLA SENTINELLA DIMENTICATA
ST_Interaction_Names/LS_MountainPass_Halls_Start_1,ST_Interaction_Names,LS_MountainPass_Halls_Start_1,A dangerous passage leading through the mountain up to Mar Guran. ,Un sentiero periglioso che serpeggia attraverso la montagna fino a Mar Guran.
ST_Interaction_Names/LS_Press,ST_Interaction_Names,LS_Press,Press,Premi
ST_Interaction_Names/LS_PressToEnd,ST_Interaction_Names,LS_PressToEnd,Press [Esc] to Quit,Premi [Esc] per uscire
ST_Interaction_Names/LS_PressToRestart,ST_Interaction_Names,LS_PressToRestart,Press [Space] to Restart,Premi [Spazio] per ricominciare
ST_Interaction_Names/LS_PressToStart,ST_Interaction_Names,LS_PressToStart,Press [Space] to Start,Premi [Spazio] per iniziare
ST_Interaction_Names/LS_RuinsDepths_1,ST_Interaction_Names,LS_RuinsDepths_1,"Carved deep into stone and earth, the waterways have long served as lifelines for the Underdwellers. 

As attention gradually turned toward the upper echelons, 
these ancient systems were repurposed. 

Once carrying fresh water, they now bear the more… 

unpleasant remnants of densely populated depths.","Scavati nella roccia e nella terra, i canali idrici hanno rappresentato per millenni le arterie vitali dei Sotterranei.

Quando l'attenzione si spostò gradualmente verso i livelli superiori,
queste antiche reti idriche vennero riconvertite.

Un tempo ricolme di acque cristalline, oggi trasportano i residui ben più...

sgradevoli dei popolosi abissi sottostanti."
ST_Interaction_Names/LS_RuinsExterior_Start_1,ST_Interaction_Names,LS_RuinsExterior_Start_1,"The great dichotomy that once drove a wedge through the flourishing culture of the Underdwellers gave rise to two distinct ways of life.

While one faction remained true to the old enlightened teachings and studied the wonders of the Upper World in quiet fascination, the other underwent a drastic transformation. Religious fanaticism and grand delusion took hold. Ever larger constructions followed, temples reaching toward the sky, slowly claiming the highest peaks as their dominion.

And so it was with Mar Guran, the Father of Stone.

Access to his colossal temple complex is guarded, roughly five hundred vertical meters below the summit, by a gigantic gate known as the Moon Gate.

The arrival of the Sundweller armies left a wide path of devastation. However, the continued presence of enemy forces after all these years also gives rise to hope that the Moon Gate may still stand to this day...","La profonda frattura che un tempo lacerò la fiorente civiltà dei Sotterranei diede origine a due opposti stili di vita.

Mentre una fazione rimase fedele alle antiche dottrine illuminate e scrutava i prodigi del Mondo Superiore con silenziosa meraviglia, l'altra andò incontro a una drastica mutazione. Fanatismo religioso e follie di grandezza presero il sopravvento. Sorsero monumenti sempre più mastodontici, templi slanciati verso la volta celeste che rivendicavano il dominio sulle vette più inviolabili.

E tale destino toccò a Mar Guran, il Padre di Pietra.

L'accesso al suo colossale complesso templare è sbarrato, circa cinquecento metri a valle rispetto alla cima, da un maestoso portale noto come il Portale Lunare.

L'invasione degli eserciti della Superficie lasciò dietro di sé una scia di rovina insostenibile. Tuttavia, la tenace presenza nemica a distanza di tanti anni accende la speranza che il Portale Lunare possa ancora ergersi inviolato..."
ST_Interaction_Names/LS_ShaderCompile,ST_Interaction_Names,LS_ShaderCompile,COMPILING SHADERS,COMPILAZIONE DEGLI SHADER
ST_Interaction_Names/LS_ShaderCompile_Explanation,ST_Interaction_Names,LS_ShaderCompile_Explanation,"The game is optimizing shaders for your system.

This might take a few moments.","Il gioco sta ottimizzando gli shader per la tua configurazione di sistema.

L'operazione potrebbe richiedere qualche istante."
ST_Interaction_Names/LevelUp_Body,ST_Interaction_Names,LevelUp_Body,"Leveling up grants you Skill Points.

Spend Skill Points to improve stats and acquire new skills.

Press <var input=""CharacterScreen"" context=""Ingame""/> to access your character overview.","Salire di livello ti conferisce Punti abilità.

Utilizza i Punti abilità per potenziare le tue statistiche e sbloccare nuove capacità.

Premi <var input=""CharacterScreen"" context=""Ingame""/> per visualizzare la schermata del personaggio."
ST_Interaction_Names/LevelUp_Header,ST_Interaction_Names,LevelUp_Header,Level Up,Aumento di livello
ST_Interaction_Names/LightAttacks_Body,ST_Interaction_Names,LightAttacks_Body,"Press <var input=""LightAttack"" context=""Ingame""/> to perform a light attack.","Premi <var input=""LightAttack"" context=""Ingame""/> per sferrare un attacco leggero."
ST_Interaction_Names/LightAttacks_Header,ST_Interaction_Names,LightAttacks_Header,Light Attacks,Attacchi leggeri
ST_Interaction_Names/Menu_Controls,ST_Interaction_Names,Menu_Controls,Controls,Comandi
ST_Interaction_Names/Menu_Glossary,ST_Interaction_Names,Menu_Glossary,Glossary,Glossario
ST_Interaction_Names/Menu_Inspector,ST_Interaction_Names,Menu_Inspector,Inspector,Ispezione
ST_Interaction_Names/Menu_Inventory,ST_Interaction_Names,Menu_Inventory,Inventory,Inventario
ST_Interaction_Names/Menu_Journal,ST_Interaction_Names,Menu_Journal,Journal,Diario
ST_Interaction_Names/Menu_Load,ST_Interaction_Names,Menu_Load,Load Game,Carica partita
ST_Interaction_Names/Menu_Map,ST_Interaction_Names,Menu_Map,Map,Mappa
ST_Interaction_Names/Menu_Options,ST_Interaction_Names,Menu_Options,Settings,Impostazioni
ST_Interaction_Names/Menu_PauseMenu,ST_Interaction_Names,Menu_PauseMenu,Pause Menu,Menu di pausa
ST_Interaction_Names/Menu_Quit,ST_Interaction_Names,Menu_Quit,Quit,Esci
ST_Interaction_Names/Menu_SkillTree,ST_Interaction_Names,Menu_SkillTree,Skill Tree,Albero abilità
ST_Interaction_Names/Menu_Spell,ST_Interaction_Names,Menu_Spell,Spells,Incantesimi
ST_Interaction_Names/Move_Body,ST_Interaction_Names,Move_Body,"Press <var input=""Sprint"" context=""Ingame""/> to control your character.","Usa <var input=""Sprint"" context=""Ingame""/> per controllare i movimenti del tuo personaggio."
ST_Interaction_Names/Move_Header,ST_Interaction_Names,Move_Header,Move,Movimento
ST_Interaction_Names/Notification_EquipBlocked,ST_Interaction_Names,Notification_EquipBlocked,You cannot change equipment during certain actions or status effects.,Non puoi cambiare equipaggiamento durante determinate azioni o stati alterati.
ST_Interaction_Names/Notification_Saving,ST_Interaction_Names,Notification_Saving,Saving,Salvataggio in corso
ST_Interaction_Names/Notification_SkillTreeResetFail_PendingChoice,ST_Interaction_Names,Notification_SkillTreeResetFail_PendingChoice,You cannot reset the Skilltree with pending changes.,Impossibile azzerare l'Albero delle abilità con modifiche ancora in sospeso.
ST_Interaction_Names/PrimaryNotification_LevelUp,ST_Interaction_Names,PrimaryNotification_LevelUp,Level Up!,Aumento di livello!
ST_Interaction_Names/SpacerBetweenCurrentAndThresholdExp,ST_Interaction_Names,SpacerBetweenCurrentAndThresholdExp,/,/
ST_Interaction_Names/Spells_Body,ST_Interaction_Names,Spells_Body,"Press <var input=""SpellCast"" context=""Ingame""/> to execute your selected spell.

Switch spells by pressing <var input=""SpellSwitch"" context=""Ingame""/>.","Premi <var input=""SpellCast"" context=""Ingame""/> per scatenare l'incantesimo selezionato.

Cambia incantesimo premendo <var input=""SpellSwitch"" context=""Ingame""/>."
ST_Interaction_Names/Spells_Header,ST_Interaction_Names,Spells_Header,Spells,Incantesimi
ST_Interaction_Names/Sprint_Body,ST_Interaction_Names,Sprint_Body,"Press <var input=""Sprint"" context=""Ingame""/> to move faster. Sprinting consumes stamina.","Premi <var input=""Sprint"" context=""Ingame""/> per muoverti più rapidamente. Lo scatto consuma vigore."
ST_Interaction_Names/Sprint_Header,ST_Interaction_Names,Sprint_Header,Sprint,Scatto rapido
ST_Interaction_Names/Telekinesis_Body,ST_Interaction_Names,Telekinesis_Body,"Hold <var input=""SpellCast"" context=""Ingame""/> to enter search mode.
Release <var input=""SpellCast"" context=""Ingame""/> to grab an object.

Press <var input=""SpellCast"" context=""Ingame""/> again to hurl it forward.","Tieni premuto <var input=""SpellCast"" context=""Ingame""/> per entrare in modalità di ricerca.
Rilascia <var input=""SpellCast"" context=""Ingame""/> per afferrare un oggetto.

Premi di nuovo <var input=""SpellCast"" context=""Ingame""/> per scagliarlo in avanti."
ST_Interaction_Names/Telekinesis_Header,ST_Interaction_Names,Telekinesis_Header,Telekinesis,Telecinesi
ST_Interaction_Names/Tutorial_Header,ST_Interaction_Names,Tutorial_Header,Tutorial: ,Tutorial: 
ST_Interaction_Names/UnusedSkillPoints,ST_Interaction_Names,UnusedSkillPoints, Skill Points, Punti abilità
ST_Inventory/Abbreviation_Input_Backspace,ST_Inventory,Abbreviation_Input_Backspace,Back,Backspace
ST_Inventory/Abbreviation_Input_Delete,ST_Inventory,Abbreviation_Input_Delete,Del,Canc
ST_Inventory/Abbreviation_Input_Escape,ST_Inventory,Abbreviation_Input_Escape,Esc,Esc
ST_Inventory/Abbreviation_Input_LeftAlt,ST_Inventory,Abbreviation_Input_LeftAlt,LAlt,Alt Sin
ST_Inventory/Abbreviation_Input_LeftControl,ST_Inventory,Abbreviation_Input_LeftControl,LCtrl,Ctrl Sin
ST_Inventory/Abbreviation_Input_LeftShift,ST_Inventory,Abbreviation_Input_LeftShift,LShift,Maiusc Sin
ST_Inventory/Abbreviation_Input_Mouse2DAxis,ST_Inventory,Abbreviation_Input_Mouse2DAxis,Move Mouse,Muovi mouse
ST_Inventory/Abbreviation_Input_MouseWheelAxis,ST_Inventory,Abbreviation_Input_MouseWheelAxis,Mouse Wheel Up/Down,Rotella mouse Su/Giù
ST_Inventory/Abbreviation_Input_RightAlt,ST_Inventory,Abbreviation_Input_RightAlt,RAlt,Alt Des
ST_Inventory/Abbreviation_Input_RightControl,ST_Inventory,Abbreviation_Input_RightControl,RControl,Ctrl Des
ST_Inventory/Abbreviation_Input_RightShift,ST_Inventory,Abbreviation_Input_RightShift,RShift,Maiusc Des
ST_Inventory/Abbreviation_Input_SpaceBar,ST_Inventory,Abbreviation_Input_SpaceBar,Space,Spazio
ST_Inventory/Decription_Input_Spell_Cast,ST_Inventory,Decription_Input_Spell_Cast,Input to cast your equipped spell.,Comando per lanciare l'incantesimo equipaggiato.
ST_Inventory/Description_Input_Attack_Heavy,ST_Inventory,Description_Input_Attack_Heavy,Input to perform a heavy attack with your equipped weapon.,Comando per sferrare un attacco pesante con l'arma equipaggiata.
ST_Inventory/Description_Input_Attack_Light,ST_Inventory,Description_Input_Attack_Light,Input to perform a light attack with your equipped weapon.,Comando per sferrare un attacco leggero con l'arma equipaggiata.
ST_Inventory/Description_Input_Block,ST_Inventory,Description_Input_Block,Input to block incoming attacks with your equipped weapon.,Comando per parare gli attacchi in arrivo con lo scudo o l'arma.
ST_Inventory/Description_Input_CharacterScreen,ST_Inventory,Description_Input_CharacterScreen,Input to show / hide the Character Screen.,Apre o chiude la schermata del personaggio.
ST_Inventory/Description_Input_CloseTutorial,ST_Inventory,Description_Input_CloseTutorial,Input to close a tutorial window.,Comando per chiudere la finestra del tutorial.
ST_Inventory/Description_Input_Dash,ST_Inventory,Description_Input_Dash,Input to dash with your character.,Esegue uno scatto rapido per schivare gli attacchi nemici.
ST_Inventory/Description_Input_DebugMenu,ST_Inventory,Description_Input_DebugMenu,Input to toggle the Debug Menu.,Comando per aprire o chiudere il menu di debug.
ST_Inventory/Description_Input_Debug_Exp_MapStart,ST_Inventory,Description_Input_Debug_Exp_MapStart,Apply Map Starting Exp to character.,Applica l'esperienza iniziale della mappa al personaggio.
ST_Inventory/Description_Input_Debug_Exp_Random,ST_Inventory,Description_Input_Debug_Exp_Random,Apply random Exp to character.,Assegna punti esperienza casuali al personaggio.
ST_Inventory/Description_Input_FreeCamMode,ST_Inventory,Description_Input_FreeCamMode,Input to toggle Free Cam Mode on / off while in Photo Mode.,Comando per attivare o disattivare la visuale libera nella modalità foto.
ST_Inventory/Description_Input_Interact,ST_Inventory,Description_Input_Interact,Input to interact in the world.,"Interagisce con oggetti, personaggi, porte o forzieri."
ST_Inventory/Description_Input_Interact_Switch,ST_Inventory,Description_Input_Interact_Switch,Input to switch between multiple interactions.,Comando per alternare tra molteplici interazioni disponibili.
ST_Inventory/Description_Input_Jump,ST_Inventory,Description_Input_Jump,Input to jump with your character.,Permette al personaggio di saltare o scavalcare ostacoli.
ST_Inventory/Description_Input_Kick,ST_Inventory,Description_Input_Kick,Input to perform a kick for a chance to knock enemies back.,Sferra un calcio per rompere la guardia del nemico.
ST_Inventory/Description_Input_Move,ST_Inventory,Description_Input_Move,Input to move your character.,Comando per muovere il tuo personaggio.
ST_Inventory/Description_Input_OpenRadial,ST_Inventory,Description_Input_OpenRadial,Input to open the radial menu. Here you can quickly switch items and spells.,Comando per aprire il menu radiale. Qui puoi cambiare rapidamente oggetti e incantesimi.
ST_Inventory/Description_Input_PauseMenu,ST_Inventory,Description_Input_PauseMenu,Input to show / hide the Pause Menu.,Comando per mostrare o nascondere il menu di pausa.
ST_Inventory/Description_Input_PhotoMode,ST_Inventory,Description_Input_PhotoMode,Input to toggle in / out of Photo Mode.,Comando per entrare o uscire dalla modalità foto.
ST_Inventory/Description_Input_SaveSkillTree,ST_Inventory,Description_Input_SaveSkillTree,Input to save any pending choices in your Skill Tree.,Comando per salvare le scelte in sospeso nell'Albero delle abilità.
ST_Inventory/Description_Input_SkillTree_SwitchMode,ST_Inventory,Description_Input_SkillTree_SwitchMode,Switch between respect and default mode.,Alterna tra modalità riassegnazione e modalità predefinita.
ST_Inventory/Description_Input_SkipDialogLine,ST_Inventory,Description_Input_SkipDialogLine,Input to skip current dialog line.,Comando per saltare la battuta di dialogo corrente.
ST_Inventory/Description_Input_SkipFlavorLine,ST_Inventory,Description_Input_SkipFlavorLine,Input to skip current flavor line.,Comando per saltare la battuta d'atmosfera corrente.
ST_Inventory/Description_Input_SpecialAttackLink,ST_Inventory,Description_Input_SpecialAttackLink,Input to use with Light and Heavy Attack to perform special attacks.,Comando da combinare con Attacco Leggero o Pesante per sferrare attacchi speciali.
ST_Inventory/Description_Input_Sprint,ST_Inventory,Description_Input_Sprint,Input to sprint with your character.,Fa scattare il personaggio consumando vigore.
ST_Inventory/Description_Input_SwitchWeapon,ST_Inventory,Description_Input_SwitchWeapon,Input to switch between your equipped weapons.,Comando per passare da un'arma equipaggiata all'altra.
ST_Inventory/Description_Input_SwitchWeapon_Temporary,ST_Inventory,Description_Input_SwitchWeapon_Temporary,Input to switch to your Temporary Equipped Weapon.,Comando per equipaggiare temporaneamente l'arma secondaria.
ST_Inventory/Description_Input_SwitchWeapon_Torch,ST_Inventory,Description_Input_SwitchWeapon_Torch,Input to switch to your Torch.,Comando per estrarre o riporre la torcia.
ST_Inventory/Description_Input_SwitchWeapon_Unarmed,ST_Inventory,Description_Input_SwitchWeapon_Unarmed,Input to switch  to Unarmed mode.,Comando per passare alla modalità a mani nude.
ST_Inventory/Description_Input_Switch_Spell,ST_Inventory,Description_Input_Switch_Spell,Input to switch between spells that are available to you.,Seleziona il prossimo incantesimo rapido.
ST_Inventory/Description_Input_Taunt,ST_Inventory,Description_Input_Taunt,Clean Weapon,Pulisci arma
ST_Inventory/Description_Input_Turn,ST_Inventory,Description_Input_Turn,Input to turn your character.,Comando per ruotare il personaggio.
ST_Inventory/Description_Input_UseQuickSlot,ST_Inventory,Description_Input_UseQuickSlot,Input to use the item that is equipped in your active quick slot.,Comando per utilizzare l'oggetto assegnato allo slot rapido attivo.
ST_Inventory/Description_Input_UseQuickSlot_0,ST_Inventory,Description_Input_UseQuickSlot_0,Input to use the item that is equipped in your first quick slot.,Comando per utilizzare l'oggetto assegnato al primo slot rapido.
ST_Inventory/Description_Input_UseQuickSlot_1,ST_Inventory,Description_Input_UseQuickSlot_1,Input to use the item that is equipped in your second quick slot.,Comando per utilizzare l'oggetto assegnato al secondo slot rapido.
ST_Inventory/Description_Input_UseQuickSlot_2,ST_Inventory,Description_Input_UseQuickSlot_2,Input to use the item that is equipped in your third quick slot.,Comando per utilizzare l'oggetto assegnato al terzo slot rapido.
ST_Inventory/Description_Input_UseQuickSlot_3,ST_Inventory,Description_Input_UseQuickSlot_3,Input to use the item that is equipped in your fourth quick slot.,Comando per utilizzare l'oggetto assegnato al quarto slot rapido.
ST_Inventory/Input_AdvancedStats,ST_Inventory,Input_AdvancedStats,Toggle Advanced Stats,Mostra statistiche avanzate
ST_Inventory/Input_Alchemy_CreateNewItem,ST_Inventory,Input_Alchemy_CreateNewItem,Create New Item,Crea nuovo oggetto
ST_Inventory/Input_AutoRotate,ST_Inventory,Input_AutoRotate,Auto Rotate,Rotazione automatica
ST_Inventory/Input_Block,ST_Inventory,Input_Block,Block Attacks,Parata / Blocco
ST_Inventory/Input_CharacterScreen,ST_Inventory,Input_CharacterScreen,Toggle Character Screen,Schermata personaggio
ST_Inventory/Input_Close,ST_Inventory,Input_Close,Close,Chiudi
ST_Inventory/Input_CloseTutorial,ST_Inventory,Input_CloseTutorial,Close Tutorial,Chiudi tutorial
ST_Inventory/Input_CompareStats,ST_Inventory,Input_CompareStats,Compare Stats,Confronta statistiche
ST_Inventory/Input_CompareStats_Switch,ST_Inventory,Input_CompareStats_Switch,Switch Comparison,Cambia confronto
ST_Inventory/Input_Dash,ST_Inventory,Input_Dash,Dash,Schivata / Scatto
ST_Inventory/Input_DebugMenu,ST_Inventory,Input_DebugMenu,Debug Menu,Menu di debug
ST_Inventory/Input_Debug_Exp_MapStart,ST_Inventory,Input_Debug_Exp_MapStart,Map Starting Exp,PE iniziali mappa
ST_Inventory/Input_Debug_Exp_Random,ST_Inventory,Input_Debug_Exp_Random,Random Exp,PE casuali
ST_Inventory/Input_DeleteSaveFile,ST_Inventory,Input_DeleteSaveFile,Delete Save,Elimina salvataggio
